text_a,text_b,labels
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",tea,1
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",matcha,0
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",blueberry,1
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",sesame,1
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",cheesecake,1
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .",mousse,1
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",company,0
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",t,0
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",price,0
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",things,0
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",point,0
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",brasserie,1
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",friends,0
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",date,0
"Maybe it was the great company ( I had friends visiting from Philly – yes , it was not a date this time ) or the super reasonable price point , but I just can ’ t say enough good things about this brasserie .",time,0
"I don ’ t usually visit the same establishment more than once , what more twice , but I ’ ll come to Zenkichi anytime for a quiet , unhurried and memorable dinner .",Zenkichi,1
"I don ’ t usually visit the same establishment more than once , what more twice , but I ’ ll come to Zenkichi anytime for a quiet , unhurried and memorable dinner .",t,0
"I don ’ t usually visit the same establishment more than once , what more twice , but I ’ ll come to Zenkichi anytime for a quiet , unhurried and memorable dinner .",dinner,0
"I don ’ t usually visit the same establishment more than once , what more twice , but I ’ ll come to Zenkichi anytime for a quiet , unhurried and memorable dinner .",establishment,0
Terrible would be a compliment !,compliment,0
"The service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .",night,0
"The service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .",service,1
"The service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .",place,0
"The service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .",rest,0
"The service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .",order,0
We paid a fixed pricce but got nothing ! !,pricce,0
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating .,monring,0
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating .,ad,0
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating .,close,0
"They are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread !",pita,1
"They are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread !",service,1
"They are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread !",bread,1
"They are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread !",drinks,1
"They are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread !",bill,0
Great Shabu Shabu,Shabu,1
I tried a couple other dishes but wasn ' t too impressed .,dishes,1
I tried a couple other dishes but wasn ' t too impressed .,couple,0
I tried a couple other dishes but wasn ' t too impressed .,t,0
I tried a couple other dishes but wasn ' t too impressed .,wasn,0
"But for the Shabu Shabu , you won ' t find much better in NY .",t,0
"But for the Shabu Shabu , you won ' t find much better in NY .",NY,0
"But for the Shabu Shabu , you won ' t find much better in NY .",Shabu,1
"The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",meal,1
"The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",salad,1
"The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",service,1
"The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",meat,1
"The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",kimchi,1
"The meat is fresh , the sauces are great , you get kimchi and a salad free with your meal and service is good too .",sauces,1
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,food,1
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,pork,1
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,tacos,1
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,punch,0
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,Williamsburg,0
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,Dokebi,0
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,belly,1
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,twists,1
Dokebi gives Williamsburg the right one - two punch of classic Korean food and fusion twists like pork belly tacos .,fusion,1
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",reason,0
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",bun,1
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",squishy,0
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",croquette,1
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",sandwich,1
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",pork,1
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",dogs,1
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .",supermarket,0
Restaurant with a view,Restaurant,0
Restaurant with a view,view,1
The food tasted very good .,food,1
The family seafood entree was very good .,family,1
The family seafood entree was very good .,entree,1
The family seafood entree was very good .,seafood,1
The main entree was also very good .,entree,1
"Price is high but the food is good , so I would come back again .",food,1
"Price is high but the food is good , so I would come back again .",Price,0
This place doesn ' t make any sense,place,1
This place doesn ' t make any sense,t,0
This place doesn ' t make any sense,doesn,0
This place doesn ' t make any sense,sense,0
Just want to warn you all - don ' t waste your time and money .,don,0
Just want to warn you all - don ' t waste your time and money .,t,0
Just want to warn you all - don ' t waste your time and money .,time,0
Just want to warn you all - don ' t waste your time and money .,money,0
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .",decor,1
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .",place,0
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .",stairs,0
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .",one,0
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .",walls,1
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .",head,0
This place is not inviting and the food is totally weird .,place,1
This place is not inviting and the food is totally weird .,food,1
The concept of japanese tapas is newly created and clearly doesn ' t work .,concept,0
The concept of japanese tapas is newly created and clearly doesn ' t work .,t,1
The concept of japanese tapas is newly created and clearly doesn ' t work .,work,0
The concept of japanese tapas is newly created and clearly doesn ' t work .,tapas,1
"The food they serve is not comforting , not appetizing and uncooked .",food,1
Good Food,Food,1
Good Food,Good,0
"The food was great and tasty , but the sitting space was too small , I don ' t like being cramp in a corner .",t,1
"The food was great and tasty , but the sitting space was too small , I don ' t like being cramp in a corner .",cramp,0
"The food was great and tasty , but the sitting space was too small , I don ' t like being cramp in a corner .",food,1
"The food was great and tasty , but the sitting space was too small , I don ' t like being cramp in a corner .",corner,0
"The food was great and tasty , but the sitting space was too small , I don ' t like being cramp in a corner .",space,1
Over all it was a very nice romantic place .,place,1
A coworker and I tried Pacifico after work a few Fridays and loved it .,Pacifico,1
A coworker and I tried Pacifico after work a few Fridays and loved it .,Fridays,0
A coworker and I tried Pacifico after work a few Fridays and loved it .,work,0
A coworker and I tried Pacifico after work a few Fridays and loved it .,coworker,0
The atmosphere was great .,atmosphere,1
"The food we ordered was excellent , although I wouldn ' t say the margaritas were anything to write home about .",t,1
"The food we ordered was excellent , although I wouldn ' t say the margaritas were anything to write home about .",food,1
"The food we ordered was excellent , although I wouldn ' t say the margaritas were anything to write home about .",margaritas,1
"Our waitress wasn ' t mean , but not especially warm or attentive either .",waitress,1
"Our waitress wasn ' t mean , but not especially warm or attentive either .",t,1
"Our waitress wasn ' t mean , but not especially warm or attentive either .",wasn,0
"Our waitress wasn ' t mean , but not especially warm or attentive either .",mean,0
"I must say I am surprised by the bad reviews of the restaurant earlier in the year , though .",restaurant,1
"I must say I am surprised by the bad reviews of the restaurant earlier in the year , though .",year,0
"I must say I am surprised by the bad reviews of the restaurant earlier in the year , though .",reviews,0
"Regardless , we ' ll be back and can ' t wait to visit in the summer to take advantage of the patio .",advantage,0
"Regardless , we ' ll be back and can ' t wait to visit in the summer to take advantage of the patio .",patio,1
"Regardless , we ' ll be back and can ' t wait to visit in the summer to take advantage of the patio .",t,1
"Regardless , we ' ll be back and can ' t wait to visit in the summer to take advantage of the patio .",summer,0
"This was , from start to finish , a mind - bogglingly uncomfortable experience .",finish,0
"This was , from start to finish , a mind - bogglingly uncomfortable experience .",experience,0
"This was , from start to finish , a mind - bogglingly uncomfortable experience .",start,0
"This was , from start to finish , a mind - bogglingly uncomfortable experience .",mind,0
Lexicographers take note : a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn .,definition,0
Lexicographers take note : a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn .,rudeness,0
Lexicographers take note : a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn .,note,0
Lexicographers take note : a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn .,Lexicographers,0
Lexicographers take note : a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn .,Brooklyn,0
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention .,servers,1
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention .,attention,0
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention .,Farm,0
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention .,Flatbush,0
Polite acknowledgement is out ;,acknowledgement,0
"And how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",times,0
"And how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",place,0
"And how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",napkins,0
"And how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",set,0
"And how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",people,0
"And how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",glance,0
"And how many times can you pick up the same perfectly aligned set of napkins , inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ?",rent,0
"A different server enhanced the fun , dumping our entrees in front of us halfway through our appetizer ( which was delicious ) .",server,1
"A different server enhanced the fun , dumping our entrees in front of us halfway through our appetizer ( which was delicious ) .",entrees,0
"A different server enhanced the fun , dumping our entrees in front of us halfway through our appetizer ( which was delicious ) .",front,0
"A different server enhanced the fun , dumping our entrees in front of us halfway through our appetizer ( which was delicious ) .",fun,0
"A different server enhanced the fun , dumping our entrees in front of us halfway through our appetizer ( which was delicious ) .",appetizer,1
"Overall the food quality was pretty good , though I hear the salmon is much better when it hasn ' t sat cooling in front of the guest .",t,0
"Overall the food quality was pretty good , though I hear the salmon is much better when it hasn ' t sat cooling in front of the guest .",food,1
"Overall the food quality was pretty good , though I hear the salmon is much better when it hasn ' t sat cooling in front of the guest .",salmon,0
"Overall the food quality was pretty good , though I hear the salmon is much better when it hasn ' t sat cooling in front of the guest .",quality,0
"Overall the food quality was pretty good , though I hear the salmon is much better when it hasn ' t sat cooling in front of the guest .",front,0
"Overall the food quality was pretty good , though I hear the salmon is much better when it hasn ' t sat cooling in front of the guest .",guest,0
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",menu,0
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",wine,1
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",food,0
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",fit,1
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",carte,0
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",place,0
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",furnishings,1
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",vins,0
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",des,0
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",list,1
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )",out,1
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",torture,0
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",hour,0
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",value,0
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",people,0
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .",way,0
"On that scale , it ' s a world - beater .",beater,0
"On that scale , it ' s a world - beater .",world,0
"On that scale , it ' s a world - beater .",scale,0
How is this palce still open ?,palce,1
I honestly don ' t even know where to begin .,t,0
Everything was going good until we got our meals .,meals,1
I took one look at the chicken and I was appalled .,chicken,1
I took one look at the chicken and I was appalled .,look,0
"It was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .",spinach,1
"It was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .",bed,0
"It was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .",potatoes,0
"It was served with skin , over a bed of extremely undercooked spinach and mashed potatoes .",skin,0
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .",Farms,0
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .",salmon,1
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .",years,0
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .",Flatbush,0
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .",restaurants,0
"I took one bite from the $ 24 salmon , and I have never , in the 17 years I have been going to restaurants tasted salmon as fishy , as dry , and as bland as the one in Flatbush Farms .",bite,0
"At this point , the waitress comes over and asks us if everything was okay , I was literally so shocked that I was speechless and didn ' t say anything , and guess what , the waitress WALKED away .",waitress,1
"At this point , the waitress comes over and asks us if everything was okay , I was literally so shocked that I was speechless and didn ' t say anything , and guess what , the waitress WALKED away .",t,1
"At this point , the waitress comes over and asks us if everything was okay , I was literally so shocked that I was speechless and didn ' t say anything , and guess what , the waitress WALKED away .",didn,0
"At this point , the waitress comes over and asks us if everything was okay , I was literally so shocked that I was speechless and didn ' t say anything , and guess what , the waitress WALKED away .",point,0
"So , I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again , but the spinach was so undercooked that I just could not bite through it .",spinach,1
"So , I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again , but the spinach was so undercooked that I just could not bite through it .",meat,0
"So , I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again , but the spinach was so undercooked that I just could not bite through it .",boyfriend,0
I couldn ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,spinach,0
I couldn ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,chicken,0
I couldn ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,t,0
I couldn ' t even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach .,potatoes,0
So I decide to report back to the waitress because it was completely inedible .,waitress,0
"Guess what , I waited for TWENTY minutes before she came over and when she finally did , she says , "" oh well , I wish you would have said something earlier "" No apology , nothing .",minutes,0
"Guess what , I waited for TWENTY minutes before she came over and when she finally did , she says , "" oh well , I wish you would have said something earlier "" No apology , nothing .",TWENTY,0
"Guess what , I waited for TWENTY minutes before she came over and when she finally did , she says , "" oh well , I wish you would have said something earlier "" No apology , nothing .",apology,0
"After that she simply took our plates , walked away , came back another TWENTY minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !",bill,0
"After that she simply took our plates , walked away , came back another TWENTY minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !",TWENTY,0
"After that she simply took our plates , walked away , came back another TWENTY minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !",chicken,0
"After that she simply took our plates , walked away , came back another TWENTY minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !",plates,0
"After that she simply took our plates , walked away , came back another TWENTY minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !",minutes,0
"No desert menu , no apology , nothing ! ! ! ! ! !",menu,0
"No desert menu , no apology , nothing ! ! ! ! ! !",desert,0
"No desert menu , no apology , nothing ! ! ! ! ! !",apology,0
"This is where it really really gets bad : the manager said , there is absolutely nothing we can do , it ' s a matter of taste that she didn ' t like it , and I cannot comp it .",t,0
"This is where it really really gets bad : the manager said , there is absolutely nothing we can do , it ' s a matter of taste that she didn ' t like it , and I cannot comp it .",taste,0
"This is where it really really gets bad : the manager said , there is absolutely nothing we can do , it ' s a matter of taste that she didn ' t like it , and I cannot comp it .",matter,0
"This is where it really really gets bad : the manager said , there is absolutely nothing we can do , it ' s a matter of taste that she didn ' t like it , and I cannot comp it .",didn,0
"This is where it really really gets bad : the manager said , there is absolutely nothing we can do , it ' s a matter of taste that she didn ' t like it , and I cannot comp it .",manager,1
"Again , no apology , no is there anything else I can get you , no can I get you a drink to make up for it , nothing ! ! ! !",drink,0
"Again , no apology , no is there anything else I can get you , no can I get you a drink to make up for it , nothing ! ! ! !",apology,0
The level of rudeness was preposterous .,level,0
The level of rudeness was preposterous .,rudeness,0
"The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .",drinks,1
"The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .",table,0
"The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .",appetizers,1
"The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .",manager,1
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE .,NEVER,0
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE .,UNPLEASANT,0
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE .,EXPERIENCE,0
THIS STAFF SHOULD BE FIRED .,STAFF,1
cirspy crust margherita pizza,crust,0
cirspy crust margherita pizza,pizza,1
cirspy crust margherita pizza,cirspy,0
cirspy crust margherita pizza,margherita,1
it was really good pizza .,pizza,1
the crust was imazingly cooked well and pizza was fully loaded : ) : ) : ),crust,1
the crust was imazingly cooked well and pizza was fully loaded : ) : ) : ),pizza,1
you know what i mean all the positives things happening there made mw write this review .,positives,0
you know what i mean all the positives things happening there made mw write this review .,review,0
you know what i mean all the positives things happening there made mw write this review .,things,0
Single Worst Restaurant in Manhattan,Restaurant,1
Single Worst Restaurant in Manhattan,Manhattan,0
Single Worst Restaurant in Manhattan,Worst,0
"I ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",pita,1
"I ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",decor,1
"I ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",positives,0
"I ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",couple,0
"I ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",hummus,1
"I ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .",octopus,1
If I could give 0 stars I would do so for this place .,stars,0
If I could give 0 stars I would do so for this place .,place,1
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,reason,0
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,reviews,0
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,thread,0
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,results,0
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,place,0
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .,citysearch,0
This place . . . god where do i begin .,place,1
This place . . . god where do i begin .,god,0
It is quite a spectacular scene i ' ll give them that .,scene,1
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,t,1
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,decor,1
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,eggplant,1
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,notice,0
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,FRICKIN,0
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,distraction,0
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,HOURS,0
The decor however seems to be the distraction so you won ' t notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !,bucks,0
"How this place survives the competitive west village market in this economy , or any other for that matter , is beyond me .",market,0
"How this place survives the competitive west village market in this economy , or any other for that matter , is beyond me .",west,0
"How this place survives the competitive west village market in this economy , or any other for that matter , is beyond me .",place,1
"How this place survives the competitive west village market in this economy , or any other for that matter , is beyond me .",matter,0
"How this place survives the competitive west village market in this economy , or any other for that matter , is beyond me .",economy,0
"How this place survives the competitive west village market in this economy , or any other for that matter , is beyond me .",village,0
Great Hot Dogs !,Dogs,1
"Though it ' s been crowded most times I ' ve gone here , Bark always delivers on their food .",Bark,1
"Though it ' s been crowded most times I ' ve gone here , Bark always delivers on their food .",food,1
"Though it ' s been crowded most times I ' ve gone here , Bark always delivers on their food .",times,0
"The hot dogs are top notch , and they ' re Slamwich is amazing !",Slamwich,1
"The hot dogs are top notch , and they ' re Slamwich is amazing !",notch,0
"The hot dogs are top notch , and they ' re Slamwich is amazing !",dogs,1
"Going to Bark is always worth the train ride , and will make your tongue and belly very happy !",tongue,0
"Going to Bark is always worth the train ride , and will make your tongue and belly very happy !",Bark,1
"Going to Bark is always worth the train ride , and will make your tongue and belly very happy !",belly,0
"Going to Bark is always worth the train ride , and will make your tongue and belly very happy !",ride,0
"Going to Bark is always worth the train ride , and will make your tongue and belly very happy !",train,0
Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .,menu,1
Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .,complaint,0
Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .,item,0
Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .,dollar,0
Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .,pricing,0
"But nonetheless - - great spot , great food .",food,1
"But nonetheless - - great spot , great food .",spot,1
Fabulous food - if the front of house staff don ' t put you off –,t,1
Fabulous food - if the front of house staff don ' t put you off –,food,1
Fabulous food - if the front of house staff don ' t put you off –,house,1
Fabulous food - if the front of house staff don ' t put you off –,staff,1
Fabulous food - if the front of house staff don ' t put you off –,front,1
Fabulous food - if the front of house staff don ' t put you off –,don,0
"It ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",times,0
"It ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",price,0
"It ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",years,0
"It ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",occasions,0
"It ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",range,0
"It ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .",dining,0
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",house,1
